rule_id,record_id,utt_id,source_gender,target_direction,group_value,f0_condition,f0_median_hz,confidence,strength_label,alpha_default,alpha_max,action_family,rule_notes,summary_signature,input_audio,original_copy,processed_audio,original_mtime_ns,processed_mtime_ns,original_rms_dbfs,processed_rms_dbfs,delta_rms_dbfs,original_peak_dbfs,processed_peak_dbfs,delta_peak_dbfs,original_clipping_ratio,processed_clipping_ratio,delta_clipping_ratio,original_silence_ratio_40db,processed_silence_ratio_40db,delta_silence_ratio_40db,original_f0_voiced_ratio,processed_f0_voiced_ratio,delta_f0_voiced_ratio,original_f0_median_hz,processed_f0_median_hz,delta_f0_median_hz,delta_f0_median_pct,original_spectral_centroid_hz_mean,processed_spectral_centroid_hz_mean,delta_spectral_centroid_hz_mean,original_log_centroid_minus_log_f0,processed_log_centroid_minus_log_f0,delta_log_centroid_minus_log_f0,original_low_mid_0_1500_share_db,processed_low_mid_0_1500_share_db,delta_low_mid_0_1500_share_db,original_presence_1500_3000_share_db,processed_presence_1500_3000_share_db,delta_presence_1500_3000_share_db,original_brilliance_3000_8000_share_db,processed_brilliance_3000_8000_share_db,delta_brilliance_3000_8000_share_db,waveform_mean_abs_diff,waveform_max_abs_diff,stft_logmag_l1,auto_direction_score,auto_preservation_score,auto_effect_score,auto_quant_score,auto_direction_flag,auto_preservation_flag,auto_audibility_flag,auto_quant_grade,auto_quant_notes,review_status,direction_correct,effect_audible,artifact_issue,strength_fit,keep_recommendation,review_notes
stage0_speech_lsf_libritts_masculine_v3,libritts_r__1919__1919_142785_000089_000003__11e66c65d9,1919_142785_000089_000003,female,masculine,LibriTTS-R,all,197.776687,diagnostic,conservative_geom_v6e,1.000,1.000,formant_lowering_preserve_air,LSF masculine v3：保持 v2 的主方向，但进一步加一点中频下移和 blend，回应听审里“整体偏弱”的主结论。 [machine_sweep=conservative_geom_v6e],stage0_speech_lsf_libritts_masculine_v3|libritts_r__1919__1919_142785_000089_000003__11e66c65d9|1919_142785_000089_000003|female|masculine|LibriTTS-R|all|197.776687|diagnostic|conservative_geom_v6e|1.000|1.000|F:\proj_dev\tmp\workdir4-2\data\datasets\speech\libritts_r\raw\LibriTTS_R\dev-clean\1919\142785\1919_142785_000089_000003.wav|F:\proj_dev\tmp\workdir4-2\artifacts\listening_review\stage0_speech_lsf_machine_sweep_v6\conservative_geom_v6e\original\libritts_r__female__masculine__lsf__1919_142785_000089_000003.wav|F:\proj_dev\tmp\workdir4-2\artifacts\listening_review\stage0_speech_lsf_machine_sweep_v6\conservative_geom_v6e\processed\libritts_r__female__masculine__lsf__1919_142785_000089_000003.wav,F:\proj_dev\tmp\workdir4-2\data\datasets\speech\libritts_r\raw\LibriTTS_R\dev-clean\1919\142785\1919_142785_000089_000003.wav,F:\proj_dev\tmp\workdir4-2\artifacts\listening_review\stage0_speech_lsf_machine_sweep_v6\conservative_geom_v6e\original\libritts_r__female__masculine__lsf__1919_142785_000089_000003.wav,F:\proj_dev\tmp\workdir4-2\artifacts\listening_review\stage0_speech_lsf_machine_sweep_v6\conservative_geom_v6e\processed\libritts_r__female__masculine__lsf__1919_142785_000089_000003.wav,1774707107146157200,1774707109193038300,-15.753643,-15.753637,0.000006,-0.915503,-1.149848,-0.234345,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.858506,0.850556,-0.007950,197.776687,198.087291,0.310604,0.157,1681.106148,1638.580197,-42.525951,0.929420,0.917611,-0.011809,-0.110258,-0.083686,0.026572,-17.751608,-19.490307,-1.738699,-21.553909,-21.803654,-0.249744,0.017622,0.250946,0.023873,33.07,98.09,46.22,55.86,fail,safe,borderline,fail,direction_weak;presence_drop_gt_1p5db,pending,,,,,,
stage0_speech_lsf_libritts_masculine_v3,libritts_r__1995__1995_1826_000022_000000__82d5a66723,1995_1826_000022_000000,female,masculine,LibriTTS-R,all,188.323017,diagnostic,conservative_geom_v6e,1.000,1.000,formant_lowering_preserve_air,LSF masculine v3：保持 v2 的主方向，但进一步加一点中频下移和 blend，回应听审里“整体偏弱”的主结论。 [machine_sweep=conservative_geom_v6e],stage0_speech_lsf_libritts_masculine_v3|libritts_r__1995__1995_1826_000022_000000__82d5a66723|1995_1826_000022_000000|female|masculine|LibriTTS-R|all|188.323017|diagnostic|conservative_geom_v6e|1.000|1.000|F:\proj_dev\tmp\workdir4-2\data\datasets\speech\libritts_r\raw\LibriTTS_R\test-clean\1995\1826\1995_1826_000022_000000.wav|F:\proj_dev\tmp\workdir4-2\artifacts\listening_review\stage0_speech_lsf_machine_sweep_v6\conservative_geom_v6e\original\libritts_r__female__masculine__lsf__1995_1826_000022_000000.wav|F:\proj_dev\tmp\workdir4-2\artifacts\listening_review\stage0_speech_lsf_machine_sweep_v6\conservative_geom_v6e\processed\libritts_r__female__masculine__lsf__1995_1826_000022_000000.wav,F:\proj_dev\tmp\workdir4-2\data\datasets\speech\libritts_r\raw\LibriTTS_R\test-clean\1995\1826\1995_1826_000022_000000.wav,F:\proj_dev\tmp\workdir4-2\artifacts\listening_review\stage0_speech_lsf_machine_sweep_v6\conservative_geom_v6e\original\libritts_r__female__masculine__lsf__1995_1826_000022_000000.wav,F:\proj_dev\tmp\workdir4-2\artifacts\listening_review\stage0_speech_lsf_machine_sweep_v6\conservative_geom_v6e\processed\libritts_r__female__masculine__lsf__1995_1826_000022_000000.wav,1774707109198337200,1774707111588003900,-14.996729,-14.996727,0.000002,-0.915503,-0.619301,0.296202,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.871645,0.873979,0.002334,188.323017,184.829275,-3.493742,-1.855,1834.944651,1792.016664,-42.927987,0.988720,0.986571,-0.002148,-0.118128,-0.106162,0.011966,-21.363153,-23.420215,-2.057062,-17.891850,-17.882367,0.009483,0.018887,0.318268,0.019946,6.02,92.70,35.03,39.28,fail,safe,borderline,fail,direction_weak;presence_drop_gt_1p5db,pending,,,,,,
stage0_speech_lsf_libritts_feminine_v3,libritts_r__174__174_50561_000024_000000__d665dc2840,174_50561_000024_000000,male,feminine,LibriTTS-R,all,127.906902,diagnostic,conservative_geom_v6e,1.000,1.000,brightness_up,LSF feminine v3：在 v2 已可辨的基础上切到 order-20，并只做中等幅度增强，避免放大 v2 的瞬时伪影备注。 [machine_sweep=conservative_geom_v6e],stage0_speech_lsf_libritts_feminine_v3|libritts_r__174__174_50561_000024_000000__d665dc2840|174_50561_000024_000000|male|feminine|LibriTTS-R|all|127.906902|diagnostic|conservative_geom_v6e|1.000|1.000|F:\proj_dev\tmp\workdir4-2\data\datasets\speech\libritts_r\raw\LibriTTS_R\dev-clean\174\50561\174_50561_000024_000000.wav|F:\proj_dev\tmp\workdir4-2\artifacts\listening_review\stage0_speech_lsf_machine_sweep_v6\conservative_geom_v6e\original\libritts_r__male__feminine__lsf__174_50561_000024_000000.wav|F:\proj_dev\tmp\workdir4-2\artifacts\listening_review\stage0_speech_lsf_machine_sweep_v6\conservative_geom_v6e\processed\libritts_r__male__feminine__lsf__174_50561_000024_000000.wav,F:\proj_dev\tmp\workdir4-2\data\datasets\speech\libritts_r\raw\LibriTTS_R\dev-clean\174\50561\174_50561_000024_000000.wav,F:\proj_dev\tmp\workdir4-2\artifacts\listening_review\stage0_speech_lsf_machine_sweep_v6\conservative_geom_v6e\original\libritts_r__male__feminine__lsf__174_50561_000024_000000.wav,F:\proj_dev\tmp\workdir4-2\artifacts\listening_review\stage0_speech_lsf_machine_sweep_v6\conservative_geom_v6e\processed\libritts_r__male__feminine__lsf__174_50561_000024_000000.wav,1774707111591239600,1774707113153000000,-19.752349,-20.723187,-0.970838,-0.915503,-0.175652,0.739851,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.820513,0.856410,0.035897,127.906902,129.803539,1.896637,1.483,1794.238968,2072.570445,278.331477,1.146986,1.203223,0.056236,-0.239004,-0.410871,-0.171867,-14.587360,-12.156869,2.430491,-17.889491,-15.742319,2.147172,0.025341,0.504974,0.044352,100.00,96.91,100.00,99.07,pass,safe,likely,strong_pass,,pending,,,,,,
stage0_speech_lsf_libritts_feminine_v3,libritts_r__2086__2086_149214_000006_000002__23f1c25eb7,2086_149214_000006_000002,male,feminine,LibriTTS-R,all,121.500654,diagnostic,conservative_geom_v6e,1.000,1.000,brightness_up,LSF feminine v3：在 v2 已可辨的基础上切到 order-20，并只做中等幅度增强，避免放大 v2 的瞬时伪影备注。 [machine_sweep=conservative_geom_v6e],stage0_speech_lsf_libritts_feminine_v3|libritts_r__2086__2086_149214_000006_000002__23f1c25eb7|2086_149214_000006_000002|male|feminine|LibriTTS-R|all|121.500654|diagnostic|conservative_geom_v6e|1.000|1.000|F:\proj_dev\tmp\workdir4-2\data\datasets\speech\libritts_r\raw\LibriTTS_R\dev-clean\2086\149214\2086_149214_000006_000002.wav|F:\proj_dev\tmp\workdir4-2\artifacts\listening_review\stage0_speech_lsf_machine_sweep_v6\conservative_geom_v6e\original\libritts_r__male__feminine__lsf__2086_149214_000006_000002.wav|F:\proj_dev\tmp\workdir4-2\artifacts\listening_review\stage0_speech_lsf_machine_sweep_v6\conservative_geom_v6e\processed\libritts_r__male__feminine__lsf__2086_149214_000006_000002.wav,F:\proj_dev\tmp\workdir4-2\data\datasets\speech\libritts_r\raw\LibriTTS_R\dev-clean\2086\149214\2086_149214_000006_000002.wav,F:\proj_dev\tmp\workdir4-2\artifacts\listening_review\stage0_speech_lsf_machine_sweep_v6\conservative_geom_v6e\original\libritts_r__male__feminine__lsf__2086_149214_000006_000002.wav,F:\proj_dev\tmp\workdir4-2\artifacts\listening_review\stage0_speech_lsf_machine_sweep_v6\conservative_geom_v6e\processed\libritts_r__male__feminine__lsf__2086_149214_000006_000002.wav,1774707113156404300,1774707116056479700,-22.191387,-22.191384,0.000003,-0.915503,-0.982325,-0.066822,0.000000,0.000000,0.000000,0.042553,0.021277,-0.021276,0.695507,0.683860,-0.011647,121.500654,121.164291,-0.336363,-0.277,1886.762605,2126.190110,239.427505,1.191139,1.244227,0.053089,-0.295539,-0.493394,-0.197855,-13.095644,-11.240050,1.855594,-18.177167,-15.196084,2.981083,0.015106,0.679718,0.040586,100.00,100.00,100.00,100.00,pass,safe,likely,strong_pass,,pending,,,,,,
stage0_speech_lsf_vctk_masculine_v3,vctk_corpus_0_92__p231__p231_011_mic1__986481509c,p231_011_mic1,female,masculine,VCTK Corpus 0.92,all,185.611475,diagnostic,conservative_geom_v6e,1.000,1.000,formant_lowering_preserve_air,LSF masculine v3：沿用 machine sweep 最优的 order-20 rescue 方案，继续优先抬升当前最弱的 VCTK female-to-masculine 单元。 [machine_sweep=conservative_geom_v6e],stage0_speech_lsf_vctk_masculine_v3|vctk_corpus_0_92__p231__p231_011_mic1__986481509c|p231_011_mic1|female|masculine|VCTK Corpus 0.92|all|185.611475|diagnostic|conservative_geom_v6e|1.000|1.000|F:\proj_dev\tmp\workdir4-2\data\datasets\speech\vctk\raw\VCTK-Corpus-0.92\wav48_silence_trimmed\p231\p231_011_mic1.flac|F:\proj_dev\tmp\workdir4-2\artifacts\listening_review\stage0_speech_lsf_machine_sweep_v6\conservative_geom_v6e\original\vctk__female__masculine__lsf__p231_011_mic1.wav|F:\proj_dev\tmp\workdir4-2\artifacts\listening_review\stage0_speech_lsf_machine_sweep_v6\conservative_geom_v6e\processed\vctk__female__masculine__lsf__p231_011_mic1.wav,F:\proj_dev\tmp\workdir4-2\data\datasets\speech\vctk\raw\VCTK-Corpus-0.92\wav48_silence_trimmed\p231\p231_011_mic1.flac,F:\proj_dev\tmp\workdir4-2\artifacts\listening_review\stage0_speech_lsf_machine_sweep_v6\conservative_geom_v6e\original\vctk__female__masculine__lsf__p231_011_mic1.wav,F:\proj_dev\tmp\workdir4-2\artifacts\listening_review\stage0_speech_lsf_machine_sweep_v6\conservative_geom_v6e\processed\vctk__female__masculine__lsf__p231_011_mic1.wav,1774707116064274300,1774707120256824200,-25.362970,-25.362969,0.000001,-6.813270,-6.431486,0.381784,0.000000,0.000000,0.000000,0.001721,0.001721,0.000000,0.659677,0.661290,0.001613,185.611475,186.341933,0.730458,0.394,3794.253946,3730.604649,-63.649297,1.310522,1.301469,-0.009053,-0.300403,-0.254697,0.045706,-14.202592,-15.315223,-1.112631,-16.488102,-16.745156,-0.257053,0.006596,0.102692,0.005674,25.35,100.00,28.18,48.45,fail,safe,weak,fail,direction_weak;effect_subtle,pending,,,,,,
stage0_speech_lsf_vctk_masculine_v3,vctk_corpus_0_92__p230__p230_107_mic1__8330d16640,p230_107_mic1,female,masculine,VCTK Corpus 0.92,all,189.353497,diagnostic,conservative_geom_v6e,1.000,1.000,formant_lowering_preserve_air,LSF masculine v3：沿用 machine sweep 最优的 order-20 rescue 方案，继续优先抬升当前最弱的 VCTK female-to-masculine 单元。 [machine_sweep=conservative_geom_v6e],stage0_speech_lsf_vctk_masculine_v3|vctk_corpus_0_92__p230__p230_107_mic1__8330d16640|p230_107_mic1|female|masculine|VCTK Corpus 0.92|all|189.353497|diagnostic|conservative_geom_v6e|1.000|1.000|F:\proj_dev\tmp\workdir4-2\data\datasets\speech\vctk\raw\VCTK-Corpus-0.92\wav48_silence_trimmed\p230\p230_107_mic1.flac|F:\proj_dev\tmp\workdir4-2\artifacts\listening_review\stage0_speech_lsf_machine_sweep_v6\conservative_geom_v6e\original\vctk__female__masculine__lsf__p230_107_mic1.wav|F:\proj_dev\tmp\workdir4-2\artifacts\listening_review\stage0_speech_lsf_machine_sweep_v6\conservative_geom_v6e\processed\vctk__female__masculine__lsf__p230_107_mic1.wav,F:\proj_dev\tmp\workdir4-2\data\datasets\speech\vctk\raw\VCTK-Corpus-0.92\wav48_silence_trimmed\p230\p230_107_mic1.flac,F:\proj_dev\tmp\workdir4-2\artifacts\listening_review\stage0_speech_lsf_machine_sweep_v6\conservative_geom_v6e\original\vctk__female__masculine__lsf__p230_107_mic1.wav,F:\proj_dev\tmp\workdir4-2\artifacts\listening_review\stage0_speech_lsf_machine_sweep_v6\conservative_geom_v6e\processed\vctk__female__masculine__lsf__p230_107_mic1.wav,1774707120262583700,1774707122507774200,-28.394677,-28.394683,-0.000006,-9.904260,-9.826677,0.077583,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.550000,0.557500,0.007500,189.353497,190.528855,1.175358,0.621,3782.671221,3729.517176,-53.154045,1.300525,1.291692,-0.008833,-0.174650,-0.136277,0.038373,-16.561358,-17.918427,-1.357069,-18.839322,-19.637503,-0.798181,0.003714,0.063568,0.006171,24.73,96.42,51.91,53.03,fail,safe,borderline,fail,direction_weak;brilliance_drop_gt_0p5db,pending,,,,,,
stage0_speech_lsf_vctk_feminine_v3,vctk_corpus_0_92__p241__p241_005_mic1__21df46b3a2,p241_005_mic1,male,feminine,VCTK Corpus 0.92,all,117.153849,diagnostic,conservative_geom_v6e,1.000,1.000,brightness_up,LSF feminine v3：在 v2 基础上小幅增强 VCTK feminine，目标是把上一轮的 maybe 提到更稳定可辨。 [machine_sweep=conservative_geom_v6e],stage0_speech_lsf_vctk_feminine_v3|vctk_corpus_0_92__p241__p241_005_mic1__21df46b3a2|p241_005_mic1|male|feminine|VCTK Corpus 0.92|all|117.153849|diagnostic|conservative_geom_v6e|1.000|1.000|F:\proj_dev\tmp\workdir4-2\data\datasets\speech\vctk\raw\VCTK-Corpus-0.92\wav48_silence_trimmed\p241\p241_005_mic1.flac|F:\proj_dev\tmp\workdir4-2\artifacts\listening_review\stage0_speech_lsf_machine_sweep_v6\conservative_geom_v6e\original\vctk__male__feminine__lsf__p241_005_mic1.wav|F:\proj_dev\tmp\workdir4-2\artifacts\listening_review\stage0_speech_lsf_machine_sweep_v6\conservative_geom_v6e\processed\vctk__male__feminine__lsf__p241_005_mic1.wav,F:\proj_dev\tmp\workdir4-2\data\datasets\speech\vctk\raw\VCTK-Corpus-0.92\wav48_silence_trimmed\p241\p241_005_mic1.flac,F:\proj_dev\tmp\workdir4-2\artifacts\listening_review\stage0_speech_lsf_machine_sweep_v6\conservative_geom_v6e\original\vctk__male__feminine__lsf__p241_005_mic1.wav,F:\proj_dev\tmp\workdir4-2\artifacts\listening_review\stage0_speech_lsf_machine_sweep_v6\conservative_geom_v6e\processed\vctk__male__feminine__lsf__p241_005_mic1.wav,1774707122514563100,1774707126457778600,-23.725211,-23.725209,0.000002,-8.196070,-7.243070,0.953000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.583601,0.604502,0.020901,117.153849,117.520652,0.366803,0.313,3713.909886,3967.486073,253.576187,1.501075,1.528401,0.027326,-0.183510,-0.303733,-0.120223,-17.504085,-16.398147,1.105938,-16.593781,-13.705788,2.887992,0.020266,0.276794,0.018859,77.82,100.00,84.16,86.06,pass,safe,likely,strong_pass,,pending,,,,,,
stage0_speech_lsf_vctk_feminine_v3,vctk_corpus_0_92__p226__p226_011_mic1__8ef2d6c73f,p226_011_mic1,male,feminine,VCTK Corpus 0.92,all,112.711009,diagnostic,conservative_geom_v6e,1.000,1.000,brightness_up,LSF feminine v3：在 v2 基础上小幅增强 VCTK feminine，目标是把上一轮的 maybe 提到更稳定可辨。 [machine_sweep=conservative_geom_v6e],stage0_speech_lsf_vctk_feminine_v3|vctk_corpus_0_92__p226__p226_011_mic1__8ef2d6c73f|p226_011_mic1|male|feminine|VCTK Corpus 0.92|all|112.711009|diagnostic|conservative_geom_v6e|1.000|1.000|F:\proj_dev\tmp\workdir4-2\data\datasets\speech\vctk\raw\VCTK-Corpus-0.92\wav48_silence_trimmed\p226\p226_011_mic1.flac|F:\proj_dev\tmp\workdir4-2\artifacts\listening_review\stage0_speech_lsf_machine_sweep_v6\conservative_geom_v6e\original\vctk__male__feminine__lsf__p226_011_mic1.wav|F:\proj_dev\tmp\workdir4-2\artifacts\listening_review\stage0_speech_lsf_machine_sweep_v6\conservative_geom_v6e\processed\vctk__male__feminine__lsf__p226_011_mic1.wav,F:\proj_dev\tmp\workdir4-2\data\datasets\speech\vctk\raw\VCTK-Corpus-0.92\wav48_silence_trimmed\p226\p226_011_mic1.flac,F:\proj_dev\tmp\workdir4-2\artifacts\listening_review\stage0_speech_lsf_machine_sweep_v6\conservative_geom_v6e\original\vctk__male__feminine__lsf__p226_011_mic1.wav,F:\proj_dev\tmp\workdir4-2\artifacts\listening_review\stage0_speech_lsf_machine_sweep_v6\conservative_geom_v6e\processed\vctk__male__feminine__lsf__p226_011_mic1.wav,1774707126465753300,1774707130172371200,-23.776042,-23.776041,0.000001,-4.496733,-2.501249,1.995484,0.000000,0.000000,0.000000,0.043814,0.042526,-0.001288,0.582126,0.568841,-0.013285,112.711009,113.077959,0.366950,0.326,3717.458364,3940.787531,223.329167,1.518280,1.542205,0.023925,-0.303287,-0.459647,-0.156360,-14.033370,-12.194084,1.839286,-15.858843,-14.214178,1.644665,0.013340,0.298004,0.016467,71.87,100.00,79.91,82.32,pass,safe,likely,strong_pass,,pending,,,,,,
